HCPCS_Cd,underpaid_rows,total_estimated_recovery,avg_gap_pct,avg_confidence,critical_or_high_count
33517,220,170508.72,-29.14,0.4245,0
76391,111,170114.95,-51.25,0.7181,0
22220,5,170045.74,-69.17,0.5514,3
66183,128,169770.5,-5.41,0.2173,0
45560,16,169342.55,-55.85,0.4437,1
66820,32,169282.2,-45.23,0.2192,0
33426,17,169268.75,-20.7,0.4635,2
93289,396,169243.9,-28.71,0.5007,0
48153,7,168712.04,-39.31,0.2467,2
63057,29,168262.39,-44.99,0.3966,2
11980,180,168120.58,-14.16,0.565,0
95913,328,167885.13,-7.59,0.454,0
99451,1230,167771.79,-5.8,0.5581,1
66986,70,166751.48,-13.33,0.2583,0
68320,47,166749.5,-23.38,0.3038,0
98927,426,166419.77,-5.97,0.3206,0
27495,13,166095.63,-49.44,0.5274,2
64418,169,165913.97,-23.28,0.5569,0
27001,4,165911.45,-72.79,0.4695,3
11644,54,165778.2,-34.53,0.5838,0
36500,63,165760.15,-49.62,0.4663,0
45398,33,165434.43,-31.87,0.463,2
70250,350,162713.24,-61.0,0.9559,0
50327,75,162419.08,-57.86,0.6085,0
G0396,376,162157.08,-9.58,0.3528,0
67500,14,161908.3,-12.93,0.4299,2
92546,61,160761.73,-80.81,0.2751,0
97811,271,160671.9,-6.7,0.7056,0
85060,2401,160196.93,-5.35,0.5346,0
69930,122,159759.48,-5.9,0.2269,0
29875,22,159705.84,-82.25,0.8049,1
57285,18,159448.03,-51.02,0.4224,1
36217,39,159432.45,-49.2,0.4841,0
15003,67,159097.58,-20.7,0.4831,0
32653,18,158860.46,-41.0,0.4754,2
29075,694,158445.46,-11.03,0.2064,0
97814,169,158359.63,-7.08,0.3567,0
62165,18,157787.28,-35.75,0.3358,0
27685,39,156222.38,-51.01,0.7196,1
73201,117,156193.52,-61.1,0.9544,0
50081,64,155039.88,-10.28,0.1396,0
15730,28,154928.19,-15.47,0.2288,1
75984,204,154146.55,-44.01,0.916,0
22854,39,153998.77,-40.17,0.5702,1
49020,19,153873.53,-32.31,0.2753,2
68801,63,153143.88,-24.98,0.5307,1
73706,59,152970.22,-56.55,0.7969,0
90839,192,152964.44,-23.01,0.3959,0
66682,22,152156.57,-47.52,0.3786,0
51715,211,151029.94,-15.28,0.2839,0
60200,13,149301.63,-43.07,0.3788,1
72193,73,148883.74,-66.56,0.9347,1
99282,1787,147911.98,-8.77,0.627,0
74021,420,146763.15,-55.71,0.9224,0
77084,19,146673.44,-62.01,0.9215,6
43247,155,146315.6,-28.62,0.5442,0
31254,65,146150.38,-19.21,0.3798,0
22533,8,145844.56,-51.49,0.3751,3
22800,9,145807.22,-62.8,0.4896,2
49591,99,145152.72,-28.97,0.3706,0
62369,175,144413.71,-13.69,0.5787,0
19085,73,144313.64,-19.91,0.4733,0
52204,228,144007.2,-18.46,0.5023,0
19125,134,143827.28,-12.89,0.439,0
61796,82,143509.86,-7.15,0.2373,0
52235,365,142920.65,-7.65,0.2642,0
93264,267,142340.46,-12.15,0.423,0
66761,250,141416.01,-6.01,0.1414,0
11404,71,140080.12,-43.57,0.6497,0
95868,77,139125.11,-36.06,0.8525,0
57065,11,138206.88,-41.42,0.2876,1
71552,30,138097.61,-65.95,0.7111,1
57270,9,137914.51,-55.61,0.4483,3
38572,17,137904.57,-54.92,0.4785,2
32854,7,136975.26,-28.2,0.5095,3
11420,66,135910.58,-15.41,0.493,1
26990,15,135654.51,-41.32,0.5866,3
44204,44,134974.58,-12.26,0.202,2
93888,21,134274.72,-52.81,0.3897,1
27350,8,133957.18,-65.09,0.6503,3
64905,8,133314.79,-44.02,0.3468,1
64643,281,133110.15,-10.06,0.4913,0
32652,28,132818.13,-14.87,0.4111,1
64716,26,132714.92,-48.11,0.3313,1
63005,19,132711.55,-38.72,0.3182,0
55520,36,132091.9,-42.74,0.3844,1
78709,39,132039.99,-71.42,0.927,0
21127,2,131244.2,-48.97,0.3198,2
15273,59,130920.73,-23.53,0.4363,1
50200,536,130909.56,-8.59,0.5375,1
43644,12,130871.88,-47.25,0.2969,1
73565,257,130716.78,-63.69,0.8778,0
37232,89,130632.28,-7.05,0.3734,0
93005,5864,130570.19,-6.14,0.1703,0
27698,27,130486.1,-50.87,0.6507,0
88182,33,130358.52,-62.74,0.6904,0
27422,9,130275.25,-74.25,0.6988,3
43270,153,130124.8,-10.81,0.4019,1
77318,39,130117.83,-49.27,0.4766,0
95954,5,129789.56,-63.6,0.2949,2
93654,125,129746.62,-5.87,0.1968,0
11646,36,129481.66,-21.04,0.4351,1
93750,531,128523.25,-8.83,0.4345,0
15860,124,128095.4,-49.94,0.4997,0
22224,8,127653.61,-48.04,0.4194,2
29550,375,127212.98,-22.21,0.6672,0
27305,16,126998.91,-61.58,0.6782,1
97813,183,126933.96,-6.81,0.3212,0
37236,65,126099.33,-18.67,0.4134,0
96523,1424,125943.49,-7.19,0.596,0
43236,75,125884.37,-57.81,0.6659,0
99341,676,125855.07,-6.29,0.5045,0
25280,26,125713.8,-51.76,0.7021,0
15120,49,125266.87,-18.32,0.321,0
61312,21,125005.47,-20.53,0.2306,0
33259,49,124373.78,-20.28,0.4681,0
97810,299,124321.52,-5.48,0.3004,0
77767,12,124154.0,-67.03,0.9102,4
21110,22,123854.53,-8.05,0.2306,0
62143,6,123758.85,-61.0,0.2223,0
50435,128,123640.8,-12.86,0.3968,1
74270,116,123210.65,-54.64,0.9549,0
90970,555,123164.32,-7.16,0.4554,0
77089,407,123067.23,-5.77,0.3135,0
99235,495,122883.46,-6.29,0.2211,0
G0296,1148,122833.73,-11.23,0.3262,0
49905,87,122792.62,-19.44,0.3486,0
96368,994,122200.62,-5.9,0.6888,0
53854,60,122157.88,-7.28,0.1893,0
25066,24,121968.41,-51.83,0.7905,0
G0508,254,121856.94,-5.71,0.1414,0
29807,17,121826.24,-39.0,0.4402,0
95984,284,121736.81,-8.38,0.3522,0
49596,25,121258.34,-29.53,0.3196,1
95144,41,121223.88,-8.29,0.4409,0
74455,66,120584.88,-78.81,0.9289,0
54405,74,120418.64,-11.21,0.2473,1
71550,3,120187.94,-71.32,0.9831,3
92604,456,119909.5,-6.59,0.1745,0
33641,9,119820.39,-57.08,0.5359,1
33257,48,119627.97,-26.07,0.3907,0
21025,10,119071.03,-44.68,0.4328,0
99423,195,118674.61,-9.17,0.5153,0
36470,155,118639.33,-19.09,0.5754,0
67924,86,118565.84,-15.39,0.3068,0
78831,10,118406.86,-82.55,0.946,4
44700,9,118197.53,-68.24,0.4742,3
70460,125,118069.76,-45.95,0.8682,0
90912,168,117378.44,-9.71,0.281,0
38792,482,117135.65,-30.6,0.6002,0
61582,3,117093.01,-62.25,0.3727,2
75820,173,116993.51,-35.51,0.9705,0
11406,40,116942.35,-33.46,0.5725,1
93291,278,116572.99,-43.27,0.3829,0
67850,49,116394.4,-15.05,0.1556,0
65400,111,116272.73,-6.8,0.1845,0
88356,10,116037.05,-23.8,0.5354,1
94618,1513,115793.53,-7.04,0.5783,0
58662,16,115787.55,-48.24,0.4593,1
52351,145,115180.6,-14.38,0.2655,0
15823,26,114080.14,-27.02,0.4644,0
95912,328,113919.53,-9.26,0.4683,0
25115,32,113816.0,-15.12,0.3621,0
98981,334,113733.95,-7.13,0.26,0
97607,73,113718.91,-8.62,0.6408,0
30200,29,113451.43,-38.15,0.7259,1
32557,422,111857.86,-10.71,0.4234,0
67810,228,111525.68,-10.94,0.2101,0
11626,41,110333.48,-38.69,0.5602,1
37241,6,109952.65,-12.13,0.4406,1
92524,429,109715.41,-6.3,0.1473,0
78014,63,109680.55,-83.63,0.9183,0
22207,11,109580.39,-31.58,0.2488,2
55840,14,109083.41,-47.97,0.3634,0
93287,167,108925.09,-43.45,0.6396,0
27093,169,108891.37,-9.32,0.2992,0
60502,8,108826.49,-42.49,0.2723,0
99407,713,108604.55,-9.11,0.4866,0
92025,358,108499.4,-22.36,0.4494,0
90471,2670,108434.86,-10.05,0.1554,0
67911,25,108380.62,-24.47,0.3293,1
57150,158,108167.97,-18.6,0.504,1
29898,26,107605.53,-53.26,0.6976,0
49618,13,107596.81,-40.34,0.3344,1
67145,455,107554.83,-4.69,0.1632,0
11400,73,107405.33,-25.27,0.5944,0
38505,315,107402.83,-16.19,0.3961,0
90846,87,106988.29,-19.88,0.2265,0
95908,348,106942.3,-14.66,0.713,0
27062,26,106755.42,-43.44,0.7199,0
15740,17,106669.88,-16.23,0.2587,0
52353,101,106226.79,-14.11,0.304,0
37239,26,105946.58,-7.16,0.3971,0
96121,417,105783.74,-4.83,0.3192,0
72120,318,105769.37,-56.7,0.8839,0
12011,102,105688.73,-36.08,0.6779,0
64479,197,105619.87,-8.63,0.1763,0
27506,30,105268.73,-14.22,0.2187,2
77075,145,104086.61,-58.21,0.8251,0
33266,10,103945.17,-29.97,0.4194,2
76881,67,103225.61,-51.47,0.7431,0
46750,8,103078.21,-51.53,0.3848,1
45300,187,102684.97,-14.41,0.4155,1
64713,6,102500.61,-58.55,0.3436,1
66850,10,102273.78,-44.8,0.3678,0
64455,529,102210.48,-9.39,0.3871,1
42415,29,102101.25,-24.18,0.2744,1
49324,120,101911.89,-13.97,0.3115,0
19364,5,101672.95,-41.46,0.3065,2
58552,17,101487.26,-25.33,0.2256,0
45331,151,101073.08,-21.64,0.5962,1
23466,3,100719.88,-80.41,0.493,3
28005,42,100699.65,-16.56,0.4646,0
36909,31,100687.18,-9.62,0.3406,1
58575,9,100557.96,-22.19,0.1643,1
92653,427,100433.11,-6.51,0.1703,0
36216,21,100252.3,-43.78,0.4181,0
38500,48,100099.05,-46.47,0.4299,0
17106,25,99486.3,-11.78,0.3751,1
73000,339,99345.15,-55.78,0.9255,0
33945,5,99275.87,-29.17,0.4954,3
63082,27,98752.12,-38.64,0.5233,1
74185,30,98439.85,-60.49,0.8313,1
77470,76,98433.55,-15.88,0.772,1
64910,10,98082.28,-54.84,0.4981,1
61781,256,97930.06,-8.36,0.2831,0
37607,50,97835.25,-21.99,0.3793,0
93285,184,96828.67,-38.58,0.5063,0
96921,28,96449.96,-9.65,0.1044,0
95718,569,96320.53,-3.46,0.5261,0
54360,11,96021.04,-46.24,0.4282,2
93702,115,95216.78,-11.91,0.1544,0
92060,234,95126.99,-15.38,0.5177,0
27357,7,94887.0,-63.03,0.7346,4
99453,1346,94853.54,-7.42,0.2513,0
11624,37,94828.19,-34.9,0.5593,0
23615,24,94764.25,-27.73,0.3701,2
28820,133,94464.7,-20.6,0.5621,0
45382,136,94461.6,-9.9,0.3831,0
23420,7,94152.51,-45.87,0.4686,3
49406,341,94083.16,-8.43,0.4346,0
26123,113,94000.88,-6.08,0.2702,0
27187,7,93982.7,-47.27,0.4743,2
27391,6,93710.23,-58.33,0.6875,4
66170,52,93634.46,-8.78,0.2217,0
36473,17,93569.9,-7.04,0.3752,0
66250,52,93541.14,-13.84,0.2505,0
29200,60,93263.24,-23.93,0.7834,0
23350,203,93103.12,-10.83,0.3576,1
10120,76,93086.4,-19.03,0.5047,0
43762,151,93077.74,-16.24,0.5095,0
76080,235,93001.54,-41.23,0.8628,0
58661,22,92722.93,-48.71,0.4338,0
75736,43,92609.51,-47.73,0.9158,0
93227,2970,92451.34,-4.75,0.4045,0
92100,167,92409.41,-9.59,0.1687,0
69200,231,92283.56,-10.69,0.581,1
20939,295,92063.63,-17.65,0.4348,0
95250,342,91899.0,-5.15,0.1624,0
88188,710,91751.98,-4.52,0.5455,0
33305,2,91307.24,-86.17,0.5848,2
92273,22,91126.16,-51.77,0.4971,0
31237,99,90985.48,-10.72,0.2906,0
67938,11,90194.16,-24.08,0.118,0
28124,37,89935.9,-25.03,0.4389,0
43775,13,89814.03,-42.71,0.3678,1
76120,10,89629.24,-61.16,0.6619,0
67875,77,88965.57,-46.81,0.466,0
49595,14,88766.37,-34.45,0.402,1
44603,5,88676.79,-49.0,0.3404,2
52001,48,88630.96,-17.9,0.2263,0
G0513,244,88356.68,-9.08,0.4714,0
33207,70,88291.5,-18.65,0.3692,0
93503,1044,88227.89,-4.9,0.6191,0
73525,43,87944.65,-68.71,0.6798,1
36222,20,87849.29,-28.61,0.4764,0
52317,45,87806.14,-21.03,0.2445,0
28299,38,87603.56,-22.98,0.4721,0
12054,35,87460.5,-49.99,0.6906,0
64488,1130,87346.57,-5.79,0.2195,0
38510,43,86153.66,-28.75,0.4042,0
25600,208,86067.3,-6.9,0.3336,0
50545,33,85602.98,-15.73,0.1875,0
63688,26,85445.63,-55.15,0.3442,0
27027,2,85345.11,-73.12,0.4221,2
15572,7,85234.57,-37.06,0.3778,2
35216,3,85041.88,-74.52,0.6393,3
12001,315,84428.84,-19.22,0.7061,0
96156,161,84363.37,-14.8,0.298,0
78305,15,84244.36,-79.65,0.9873,4
43453,12,84057.52,-45.97,0.6443,1
11981,79,83854.67,-52.52,0.6922,0
57110,17,83654.77,-34.49,0.3335,1
96125,176,83234.63,-10.62,0.1553,0
28011,25,83181.76,-28.69,0.3207,0
32651,12,83149.93,-37.51,0.5042,0
67031,72,83137.32,-5.59,0.1445,0
64727,88,82999.94,-5.53,0.143,0
92082,114,82769.44,-32.34,0.4247,0
32853,4,82161.64,-29.16,0.4499,3
88161,75,82006.19,-53.64,0.5837,0
43250,31,82000.2,-25.41,0.5985,1
13100,51,81945.05,-15.39,0.4972,0
20526,431,81800.44,-9.83,0.249,0
25020,29,81391.69,-9.6,0.3103,0
69801,102,81088.97,-12.32,0.1682,0
64491,321,80881.09,-9.3,0.456,0
28292,19,80848.78,-55.83,0.7694,0
70545,38,80617.83,-60.16,0.8724,0
73551,203,80314.83,-55.24,0.9658,0
63090,7,79996.05,-31.44,0.2352,0
92943,76,79909.51,-8.31,0.3026,0
77332,991,79905.9,-10.03,0.763,0
63011,5,79737.17,-72.21,0.3975,1
43245,82,79509.77,-20.33,0.4963,1
33233,49,79265.16,-45.98,0.4312,0
41006,14,79244.85,-51.27,0.1848,0
62140,6,79173.89,-60.29,0.3409,0
69433,302,79029.89,-6.93,0.1632,0
88184,154,78962.97,-5.11,0.2101,0
28730,18,78864.95,-34.22,0.5204,1
68760,25,78626.93,-25.17,0.1695,0
43252,38,78519.32,-20.4,0.5643,0
44120,16,78422.96,-29.33,0.285,0
57210,8,78171.45,-51.47,0.247,0
36410,723,78114.29,-10.1,0.3356,0
97168,596,77970.78,-4.18,0.192,0
70540,19,77729.77,-47.17,0.5905,3
22850,11,77588.95,-65.68,0.6968,0
93457,9,77524.29,-62.11,0.7525,1
40845,6,77523.44,-44.16,0.3041,0
23410,15,77410.25,-34.55,0.4554,1
77011,30,77382.25,-47.68,0.6743,0
29405,373,77367.64,-9.36,0.1965,0
11621,54,77357.37,-33.25,0.5934,0
93268,209,77272.91,-8.59,0.1279,0
72080,305,77270.46,-54.09,0.9212,0
64612,83,77260.91,-10.86,0.3035,0
33863,18,77259.78,-8.04,0.4851,0
92584,249,77218.68,-7.66,0.1409,0
96922,18,77069.68,-8.25,0.1347,0
29125,399,76802.22,-14.01,0.3466,0
93242,2494,76655.19,-7.17,0.2514,0
12002,225,76564.19,-18.76,0.6057,0
37230,3,76446.95,-14.98,0.3799,2
27691,26,76382.54,-29.06,0.4375,0
69990,163,76353.53,-13.29,0.3299,0
21026,9,76351.24,-49.85,0.4035,0
95829,5,76086.17,-73.51,0.6401,3
G0168,89,76063.25,-25.73,0.5406,0
95972,540,75986.85,-8.27,0.4507,0
25295,8,75876.48,-45.2,0.6272,0
27355,5,75527.65,-68.95,0.5931,2
95929,30,75501.81,-54.06,0.6661,0
29821,8,75469.24,-77.04,0.8262,3
64448,591,75297.26,-7.32,0.2314,0
15771,21,75226.22,-47.79,0.5209,0
30930,58,75221.76,-50.42,0.6204,0
29873,8,75057.24,-73.83,0.7191,1
27640,7,75017.44,-39.26,0.5661,2
21085,30,74999.24,-12.61,0.3437,0
36819,29,74944.06,-23.18,0.4044,0
64616,96,74860.41,-12.67,0.325,0
31238,209,74851.4,-6.82,0.2779,0
66172,19,74799.64,-11.5,0.2372,1
62264,57,74686.89,-5.76,0.1854,0
42975,255,74562.71,-13.95,0.5362,0
90937,182,74363.44,-5.13,0.2706,0
53265,3,74153.45,-41.1,0.3734,1
62322,303,73618.77,-7.1,0.199,0
72202,297,73048.9,-52.23,0.8395,0
93453,9,72666.29,-70.11,0.6662,0
74182,27,72657.81,-62.29,0.9307,0
17264,60,72560.57,-16.46,0.5245,0
68720,26,72558.1,-20.72,0.2638,0
61782,347,72342.74,-5.88,0.2544,0
13122,327,72232.87,-6.71,0.539,0
49592,35,71949.03,-27.05,0.3732,0
67904,23,71646.39,-10.19,0.2805,1
33535,7,71566.06,-16.93,0.4281,1
19296,4,71556.55,-11.63,0.2084,0
49010,4,71528.1,-66.42,0.3978,2
64712,6,71521.33,-63.88,0.4458,1
26483,13,71440.67,-38.58,0.4207,0
52234,177,71437.36,-8.45,0.2723,0
15852,36,71247.93,-36.49,0.6721,0
93246,2491,71106.59,-6.95,0.2334,0
28003,35,70933.69,-26.91,0.6272,0
92626,395,70884.18,-5.03,0.1821,0
49507,32,70711.62,-16.33,0.3295,2
27137,7,70337.93,-42.35,0.3844,3
54235,215,70269.82,-15.95,0.5083,0
33990,28,70107.43,-43.77,0.4781,0
31574,20,70080.1,-23.35,0.3751,0
27025,8,70023.95,-64.57,0.6158,0
64719,15,69971.26,-50.49,0.3043,0
20982,9,69851.08,-39.62,0.744,1
12035,16,69840.12,-44.97,0.669,0
10035,53,69778.79,-41.97,0.6646,0
95991,77,69643.83,-17.58,0.2902,0
32656,9,69622.25,-42.35,0.469,1
95927,18,69001.39,-76.54,0.8651,2
41120,17,68971.81,-26.46,0.2562,0
58260,17,68966.48,-28.11,0.3001,0
35371,15,68963.87,-36.41,0.4452,0
61605,5,68909.18,-43.75,0.2836,0
38780,1,68864.03,-54.21,0.3985,1
95012,990,68655.79,-6.85,0.2377,0
43266,66,68624.5,-20.61,0.3919,0
72196,28,68622.98,-54.73,0.7297,0
38220,63,68594.06,-34.81,0.6597,0
27437,4,68296.74,-46.83,0.6615,2
27425,10,68153.84,-48.73,0.6634,1
72295,12,67645.25,-47.86,0.8301,2
78472,42,67548.07,-68.3,0.8276,0
88367,45,67468.18,-56.63,0.7171,0
25608,20,67222.71,-25.04,0.3671,0
64611,88,67127.85,-12.35,0.3262,0
17270,63,66959.69,-18.39,0.5271,1
43832,3,66867.38,-77.44,0.5515,2
95923,52,66863.27,-45.24,0.7024,0
66710,98,66420.24,-8.45,0.3093,0
15937,8,66414.24,-30.14,0.3036,0
49321,16,66388.57,-57.6,0.65,1
33881,10,66378.69,-25.33,0.4506,0
75630,156,66353.07,-14.25,0.8793,0
66985,15,66336.01,-40.69,0.3566,0
92519,132,66286.87,-8.17,0.1921,0
52240,138,66148.16,-7.09,0.2559,0
77316,36,65839.86,-55.62,0.8953,0
29914,6,65509.49,-81.34,0.7187,0
64704,12,65452.68,-55.27,0.2938,0
46604,9,65373.47,-9.64,0.1526,0
15756,5,65357.14,-27.91,0.2193,0
63015,14,65320.86,-21.95,0.241,0
17315,87,65309.19,-7.81,0.4547,1
49180,269,64935.3,-12.16,0.5976,0
67820,1116,64829.46,-7.49,0.2758,0
27071,4,64777.49,-69.32,0.567,1
33244,15,64702.86,-27.77,0.4848,0
49440,316,64547.83,-6.5,0.4319,0
32650,12,64433.76,-32.02,0.4392,0
67121,12,64345.13,-40.04,0.2927,0
20240,35,64144.22,-46.83,0.3019,0
61618,5,63957.79,-55.13,0.3456,0
62145,4,63948.14,-71.51,0.3066,0
71047,124,63878.38,-49.32,0.8242,0
32480,13,63819.54,-24.82,0.4239,2
22844,15,63796.42,-25.93,0.4081,1
33416,6,63705.04,-30.0,0.4947,0
30580,9,63660.95,-47.18,0.2998,1
23585,4,63647.8,-69.05,0.6737,3
97026,100,63522.09,-34.15,0.4738,0
26116,31,63517.71,-19.09,0.5706,0
91034,41,63143.25,-63.49,0.8005,0
61863,8,63017.69,-25.49,0.2599,1
64590,199,62812.33,-9.14,0.2796,0
28312,11,62803.05,-39.6,0.6122,0
62291,5,62701.8,-38.65,0.154,0
37187,32,62619.6,-7.11,0.3859,0
36015,26,62189.39,-41.09,0.4111,0
68840,67,61832.46,-14.94,0.3245,0
96900,243,61557.34,-7.28,0.8396,0
63035,12,61490.3,-58.44,0.5173,0
27324,5,61413.55,-49.22,0.6393,1
98925,324,61242.08,-6.54,0.4107,0
G2012,451,61225.04,-9.56,0.5792,1
92612,126,61166.4,-5.95,0.1338,0
97033,131,61144.48,-31.18,0.3563,0
36818,20,61065.96,-22.15,0.3847,1
66989,26,60996.78,-9.34,0.2598,0
99484,59,60898.73,-5.61,0.5658,0
15630,37,60689.62,-20.37,0.4077,0
93042,2188,60576.3,-5.68,0.4308,0
55875,56,60510.34,-7.43,0.189,0
35355,10,60401.48,-36.94,0.4503,0
69220,218,60325.1,-9.48,0.5549,0
30465,23,59703.7,-13.99,0.3807,0
43845,4,59686.48,-45.6,0.3005,2
69667,8,59610.11,-42.29,0.3806,0
28120,19,59491.66,-39.27,0.6533,0
58548,6,59385.5,-29.67,0.2755,1
92610,601,59221.19,-3.79,0.1403,0
94668,3,58983.32,-32.54,0.5614,1
77432,134,58846.98,-3.9,0.8076,0
64625,55,58596.73,-6.45,0.2225,0
88160,57,58555.44,-50.99,0.6631,0
23406,5,58540.35,-69.37,0.7609,2
63102,4,58247.94,-23.66,0.2109,1
92556,321,58089.63,-7.22,0.1272,0
95925,33,57774.46,-77.86,0.819,0
27637,5,57147.94,-68.17,0.765,3
G6014,22,57142.11,-8.79,0.1517,0
31505,57,57116.69,-13.74,0.5633,0
21030,14,57072.87,-37.62,0.3038,0
32124,6,56945.09,-55.26,0.5204,0
43763,5,56830.16,-9.58,0.3666,0
64561,84,56809.2,-8.36,0.2954,0
61592,2,56500.88,-50.25,0.1712,0
29819,7,56383.83,-78.33,0.7546,1
29515,172,56373.78,-17.1,0.3195,0
43191,21,56287.76,-48.0,0.5559,0
31654,574,55975.05,-4.58,0.5024,0
93272,1459,55967.03,-5.2,0.4208,0
65800,67,55756.26,-13.88,0.3955,1
47564,6,55752.18,-32.38,0.3363,2
30130,26,55750.34,-27.41,0.404,0
76982,68,55676.88,-45.14,0.8447,0
67400,5,55088.32,-14.01,0.3817,1
28725,23,54817.59,-23.37,0.4617,0
93243,36,54769.47,-18.74,0.0895,0
29240,101,54756.25,-14.04,0.7755,0
33264,126,54663.48,-7.71,0.3402,0
23600,111,54655.97,-9.63,0.3725,0
95018,160,54547.49,-10.87,0.7388,0
29916,8,54453.57,-46.0,0.4543,1
70100,68,54427.99,-36.14,0.6039,0
62368,215,54389.25,-12.15,0.556,0
21040,15,54262.01,-30.59,0.313,0
29825,6,53993.82,-80.7,0.7809,1
21016,17,53940.48,-15.28,0.2801,0
45303,4,53673.17,-11.91,0.2528,0
31630,28,53509.44,-49.33,0.4017,0
22859,13,53418.55,-44.3,0.4496,0
20206,96,53359.1,-19.12,0.5313,0
29820,4,53255.07,-88.93,0.7747,2
40800,18,52985.44,-35.97,0.2897,0
97167,444,52952.03,-4.19,0.1226,0
61885,38,52742.75,-15.31,0.349,0
25320,7,52646.43,-50.02,0.5128,2
11423,42,52506.13,-33.02,0.5919,0
28470,138,52490.89,-9.58,0.2828,0
86077,371,52392.71,-4.49,0.5595,0
28810,25,52165.74,-23.13,0.5219,0
G2087,42,52046.92,-5.78,0.0688,0
67914,17,51664.11,-43.23,0.3029,0
64702,8,51659.47,-50.1,0.2948,0
11443,23,51546.91,-36.32,0.6188,0
27507,9,51376.45,-33.37,0.4218,0
64647,9,51342.25,-43.68,0.3612,0
31267,149,51270.18,-8.24,0.4666,0
79101,165,51233.68,-8.67,0.8024,0
11313,47,51019.52,-14.94,0.4866,0
47100,9,50862.36,-43.0,0.3883,0
92552,414,50639.33,-6.75,0.134,0
41827,4,50621.52,-41.03,0.2006,0
58573,5,50429.3,-54.29,0.2896,0
58100,283,50402.25,-11.11,0.4984,0
73650,128,50275.14,-47.93,0.9124,0
25301,9,50274.51,-54.97,0.7369,0
37191,142,50209.23,-10.31,0.4911,0
70360,131,50197.21,-52.24,0.9036,0
60521,3,50084.69,-78.5,0.4896,1
57267,53,50077.1,-15.28,0.2973,0
27041,3,49873.17,-51.78,0.6503,1
49205,9,49704.15,-23.16,0.225,0
94660,182,49667.29,-5.84,0.2161,0
61798,38,49608.37,-5.11,0.2086,0
38232,6,49377.35,-51.76,0.6051,2
95864,19,49300.72,-37.4,0.6501,0
66030,99,49176.3,-9.02,0.178,0
12013,42,49065.18,-33.93,0.6395,0
36479,34,49031.04,-6.03,0.2188,0
G6011,7,48723.61,-9.18,0.1528,0
67010,13,48354.95,-40.95,0.305,0
21206,3,48314.98,-52.53,0.3729,1
55706,119,48084.3,-4.99,0.2967,0
21049,3,48021.99,-33.93,0.3094,1
52285,12,48003.78,-18.77,0.151,0
62194,1,47920.57,-47.74,0.5326,1
44213,83,47667.32,-18.72,0.4165,0
27125,18,47638.43,-15.42,0.2837,1
95807,9,47633.83,-79.14,0.7327,0
29445,28,47560.0,-13.86,0.316,0
62270,106,47543.69,-16.85,0.4408,0
29530,104,47443.88,-13.28,0.7773,0
33411,4,47377.52,-27.44,0.466,1
46930,49,47336.02,-19.82,0.3341,0
95076,166,47280.44,-11.21,0.2421,0
17284,17,47110.13,-12.76,0.4979,0
73725,9,47011.71,-60.07,0.7416,0
63087,2,46874.24,-47.32,0.3355,1
21198,2,46580.83,-52.94,0.3578,1
99234,203,46556.85,-7.18,0.4024,0
89060,158,46544.49,-19.39,0.7935,0
28740,14,46533.65,-41.33,0.5939,0
35221,6,46402.12,-34.39,0.489,0
75573,18,46254.94,-44.67,0.714,1
93225,781,46213.31,-10.11,0.1764,0
95887,76,45935.09,-36.62,0.7438,0
93986,32,45638.51,-68.56,0.5678,0
88323,36,45638.18,-18.02,0.3564,0
28001,13,45610.44,-10.86,0.1457,0
35226,6,45499.87,-35.1,0.3914,0
36514,124,45463.41,-5.87,0.3611,0
G0509,67,44960.12,-5.16,0.1628,0
99421,891,44928.78,-8.6,0.3873,0
21825,6,44766.39,-59.45,0.7006,0
62141,4,44726.85,-38.09,0.2931,0
20670,27,44669.56,-17.83,0.318,0
49422,64,44648.78,-21.98,0.4639,0
95873,31,44570.5,-58.49,0.6193,0
33916,2,44393.93,-47.64,0.51,1
28297,11,44309.54,-29.95,0.5135,0
30903,112,44231.38,-8.4,0.2321,0
69705,10,44146.69,-11.21,0.2452,0
42890,4,44066.88,-45.3,0.2918,0
31255,21,43697.89,-33.65,0.4559,0
49320,18,43580.37,-39.93,0.5277,0
42950,7,43530.84,-47.26,0.3955,0
70220,161,43476.83,-50.27,0.8418,0
40490,126,43349.59,-11.93,0.3751,0
37211,10,43255.3,-35.0,0.3133,0
51792,24,42886.02,-28.68,0.3529,0
52344,24,42866.23,-20.16,0.2711,0
78300,25,42760.74,-78.43,0.8418,0
12036,4,42724.04,-48.73,0.6,1
15274,46,42675.5,-9.08,0.4782,0
21244,6,42492.71,-41.36,0.4349,0
15050,8,42256.27,-40.44,0.509,0
20225,50,42228.55,-12.73,0.6094,0
93040,454,42195.6,-6.5,0.2076,0
41826,3,42096.23,-54.01,0.2813,0
96416,97,41735.72,-5.88,0.2743,0
63017,7,41666.41,-39.23,0.3375,0
31256,70,41665.66,-21.83,0.4813,0
64629,63,41623.49,-11.87,0.2267,0
10006,324,41526.65,-7.92,0.6298,0
77321,118,41430.62,-23.95,0.8789,0
92570,253,41406.27,-5.56,0.1579,0
99153,683,41112.7,-4.78,0.4991,0
67515,161,40966.82,-13.17,0.4724,0
G3003,57,40911.07,-10.82,0.5196,0
G0249,50,40815.53,-5.25,0.3508,0
G0420,99,40799.77,-12.87,0.4926,0
