HCPCS_Cd,underpaid_rows,total_estimated_recovery,avg_gap_pct,avg_confidence,critical_or_high_count
73090,4188,1131942.68,-60.76,0.988,2
64484,3053,1120516.94,-8.41,0.415,0
27457,12,1112668.68,-73.91,0.6407,12
57282,165,1109992.67,-46.26,0.4073,7
96375,4330,1106110.2,-7.45,0.4059,0
99426,1178,1105539.33,-6.25,0.4886,5
10060,2499,1101215.07,-9.63,0.5361,1
11755,736,1099155.97,-11.81,0.5474,4
73701,869,1089880.15,-54.66,0.9683,1
57283,134,1084325.17,-54.34,0.4713,6
31629,855,1076434.96,-22.39,0.4534,4
76870,1711,1073609.62,-53.5,0.8283,0
93295,4384,1066065.18,-5.14,0.3586,0
97802,1306,1064120.66,-18.67,0.2883,0
11046,602,1058836.64,-11.13,0.3996,4
31295,46,1057927.94,-67.67,0.3923,11
91040,145,1054158.15,-86.6,0.7892,17
37220,46,1045608.44,-40.61,0.4375,14
11765,353,1035435.34,-12.57,0.4406,5
52310,1941,1035013.41,-9.06,0.2094,0
G0442,7243,1029335.15,-11.37,0.3609,0
43251,764,1027686.0,-21.46,0.4859,2
26145,108,1023611.77,-27.41,0.5048,11
73723,362,1010839.44,-59.83,0.7982,0
96415,4229,1007348.43,-7.85,0.7023,1
73522,1838,1003538.73,-56.46,0.8311,0
96137,1448,1002411.7,-9.98,0.3368,1
91120,111,1001733.63,-81.03,0.6921,14
96417,2461,1000355.09,-6.5,0.3511,0
72070,3507,999563.97,-51.7,0.8996,1
11044,522,993900.65,-11.27,0.3734,0
93356,5284,991350.55,-11.39,0.3485,0
95874,515,987958.67,-62.91,0.5888,0
29881,459,981401.82,-21.65,0.5781,8
G0179,4639,980391.22,-6.79,0.2512,2
57260,191,975300.79,-33.77,0.368,6
37226,168,973232.16,-20.02,0.4333,10
99315,2498,969277.78,-12.14,0.3755,0
93505,167,963784.02,-53.59,0.484,1
31652,747,962346.61,-22.91,0.4779,4
G0316,4379,959362.21,-9.1,0.5082,2
97012,1507,953219.11,-26.52,0.6416,0
36903,173,952465.22,-8.14,0.3938,7
75710,1563,944066.31,-21.35,0.8957,1
99183,668,930491.13,-7.69,0.3339,0
96130,1021,928275.11,-7.12,0.1879,0
20680,335,927663.75,-32.97,0.6252,1
64493,608,927623.89,-21.48,0.2371,0
11401,493,920710.21,-35.53,0.6503,2
25609,239,920042.3,-24.2,0.3327,28
25310,141,913135.06,-57.36,0.691,2
10005,3162,911625.47,-9.96,0.5263,1
64718,469,905518.63,-16.83,0.2955,0
36140,147,902877.83,-41.18,0.3446,3
67113,130,892782.16,-28.52,0.2378,0
G0268,2208,884711.61,-11.98,0.3038,0
73501,2250,884509.75,-58.95,0.9733,2
37246,43,882688.87,-21.28,0.3721,4
Q0092,125,881238.55,-4.52,0.2152,1
51729,249,880942.39,-46.18,0.3747,1
11643,283,874964.13,-35.71,0.6116,3
93224,2068,873257.16,-11.34,0.2806,0
73523,1324,865399.34,-61.23,0.8629,1
67041,184,865397.62,-17.42,0.2364,7
65855,1516,860379.24,-4.97,0.1503,0
57265,111,859316.57,-35.91,0.3372,9
17271,790,858743.68,-18.76,0.5501,3
36901,570,857015.71,-12.01,0.3496,1
73620,2121,854857.42,-58.99,0.9766,3
52356,1812,854127.51,-5.51,0.2288,0
11403,416,851262.34,-47.52,0.6893,0
88300,3284,849805.3,-59.99,0.9547,1
G0500,1414,848630.3,-21.52,0.3378,0
97803,1042,844320.05,-18.78,0.3647,0
90853,534,842839.74,-21.0,0.8046,11
29880,360,842315.89,-20.32,0.5596,7
37765,131,842089.19,-34.0,0.3507,4
22610,81,841854.86,-45.54,0.3983,12
97163,5510,841210.47,-4.97,0.1207,0
43259,775,836587.27,-13.54,0.398,0
90785,1265,831005.15,-17.25,0.4238,2
93655,1199,829445.29,-5.68,0.5104,0
32666,199,827425.54,-27.17,0.4989,4
88189,1761,827069.24,-4.73,0.3973,0
93657,997,819135.11,-5.57,0.4962,0
93793,3421,816854.37,-7.26,0.5662,1
95885,742,811349.43,-56.54,0.5631,0
11312,493,810088.89,-17.11,0.5385,3
74175,230,808230.4,-61.73,0.9299,18
91035,166,807994.49,-75.07,0.54,1
63267,68,804077.59,-39.66,0.3046,4
77336,778,803963.82,-5.04,0.2685,0
92567,7324,799713.97,-6.89,0.1463,0
99342,2138,795322.73,-10.53,0.5715,0
69706,53,787929.8,-16.56,0.2222,1
36581,367,785393.97,-19.07,0.3699,1
49505,432,782243.0,-19.44,0.3566,2
30140,478,779497.86,-25.75,0.4987,0
55876,585,777697.2,-42.17,0.6804,0
77435,1278,777456.2,-4.1,0.1258,0
93016,10068,773379.67,-5.85,0.5308,0
93307,372,770876.77,-54.21,0.8059,8
78072,202,766649.75,-73.9,0.9492,5
37253,629,762163.28,-6.38,0.2758,3
32674,585,755681.42,-29.51,0.4687,0
78454,99,754023.25,-77.52,0.9884,19
90962,1276,753806.22,-6.83,0.0999,0
33534,87,752842.35,-26.58,0.4601,15
92960,4998,750273.4,-5.45,0.5572,0
21215,31,747336.93,-14.02,0.2692,8
93288,973,743890.74,-44.91,0.4719,0
33249,750,740735.47,-6.54,0.4367,0
98976,60,739983.87,-9.84,0.2311,1
46600,1629,739496.35,-10.74,0.4191,0
92526,780,739336.73,-4.91,0.3769,0
76604,2034,736164.99,-33.47,0.9275,0
43276,224,736072.32,-16.64,0.3735,0
17263,858,735376.83,-14.32,0.5324,0
22216,141,735081.22,-31.44,0.4859,5
36011,67,733288.81,-44.46,0.4308,7
70546,244,730366.22,-66.5,0.8918,5
92133,1619,729423.19,-16.12,0.4616,0
96366,2636,728035.28,-7.56,0.773,1
93653,812,726086.27,-5.88,0.2527,0
G0446,3442,725014.44,-9.98,0.2252,0
27134,80,724148.66,-27.34,0.2872,16
77085,505,723115.61,-55.91,0.7635,7
14302,261,719874.83,-14.2,0.4326,14
95937,115,718835.34,-53.98,0.7304,16
96521,160,718688.83,-12.4,0.4,8
36821,410,715405.44,-15.72,0.3735,2
44207,106,715185.19,-25.06,0.2369,8
95117,1920,709010.27,-8.22,0.5665,0
33427,61,708824.27,-23.72,0.4908,14
36223,411,701101.99,-21.33,0.4902,0
73120,1206,700748.4,-56.41,0.9549,3
63655,149,699110.35,-30.76,0.3368,2
51702,2753,697525.24,-10.59,0.5089,0
73218,264,696162.84,-56.32,0.6257,1
46221,706,691531.5,-9.09,0.2094,0
92020,6010,691070.21,-5.22,0.1882,0
67900,220,689371.56,-21.63,0.4031,0
72072,2225,687604.16,-57.13,0.9223,0
28308,155,686847.7,-48.33,0.6355,1
75774,534,686611.16,-32.23,0.9234,2
70470,638,685328.48,-48.31,0.8613,0
14021,284,684617.91,-8.02,0.2214,0
67840,630,683834.32,-12.19,0.1354,0
62370,728,683829.98,-14.87,0.5657,1
52442,284,682648.23,-5.69,0.3103,3
98977,599,681208.18,-10.11,0.2106,2
36620,11160,679719.28,-5.78,0.2344,0
28270,118,679475.63,-39.51,0.5191,2
76000,1246,679000.69,-51.2,0.9752,1
93314,269,674093.95,-44.44,0.5207,2
77081,1216,673234.5,-52.68,0.8612,1
23405,59,673117.37,-63.95,0.6817,13
51990,53,668001.31,-58.79,0.5275,7
63053,316,665013.06,-37.48,0.3942,2
58542,77,663194.76,-55.6,0.4924,6
33464,27,661453.18,-42.58,0.5114,9
93298,1392,660823.99,-8.61,0.6915,0
93284,1343,659000.5,-19.38,0.4933,0
24301,31,657932.69,-67.51,0.6564,15
11623,223,657464.97,-44.07,0.6625,2
76981,671,655009.94,-57.02,0.8106,1
14001,126,654509.18,-28.59,0.3873,3
43242,701,650769.22,-12.02,0.3748,0
73521,1432,649320.87,-57.29,0.8941,3
23412,114,642457.17,-37.11,0.4347,11
51600,232,638354.6,-42.83,0.642,2
13120,184,636178.69,-32.37,0.6006,4
63042,44,635426.6,-53.91,0.3243,5
76098,1878,633962.93,-47.82,0.9477,0
G2083,33,631762.82,-8.22,0.191,5
88121,53,628641.65,-78.62,0.3907,7
95720,1017,625219.47,-3.87,0.297,0
74240,609,624020.94,-53.18,0.9141,0
37248,129,623183.85,-18.24,0.3811,5
37215,282,620339.45,-12.11,0.3843,1
74022,1612,615892.11,-54.48,0.9515,0
67917,229,615700.13,-19.04,0.3402,0
95024,1482,605223.32,-8.75,0.4183,0
96116,1777,605095.5,-5.66,0.2475,0
11606,336,602297.56,-21.41,0.4369,1
73070,2054,599674.78,-57.83,0.977,2
36905,234,599212.4,-5.86,0.3841,2
14020,195,595875.19,-11.66,0.3131,3
96573,507,594811.94,-12.29,0.1098,0
92250,914,594665.21,-21.19,0.4447,0
19303,87,594175.49,-45.3,0.3602,3
92504,2550,591361.63,-12.13,0.3128,0
64772,60,590926.44,-47.41,0.5075,9
52352,231,589813.88,-38.39,0.3903,1
22843,167,587564.5,-26.15,0.4295,4
61783,918,587154.9,-12.57,0.2889,2
73600,1116,587152.87,-61.11,0.9501,3
93452,50,582417.49,-76.86,0.6254,11
22554,45,579325.9,-65.24,0.6016,15
97022,690,578835.39,-33.86,0.6059,1
27687,125,577410.64,-57.16,0.7076,2
50605,58,573841.52,-54.93,0.4466,3
28232,134,571398.01,-27.31,0.337,0
73100,1062,569477.2,-60.61,0.952,3
37238,104,567259.44,-8.58,0.4213,0
36556,4746,565420.09,-7.21,0.3585,0
99498,1310,564293.28,-12.88,0.479,0
11760,13,563741.42,-28.84,0.4334,3
G0318,847,561433.59,-15.44,0.6007,4
Q0091,4775,559360.71,-8.72,0.2455,0
27394,17,554611.06,-74.12,0.6185,11
93241,623,552806.88,-8.06,0.0838,0
51720,1107,552169.52,-12.09,0.4303,0
96136,2068,549724.82,-8.89,0.2269,0
G3002,382,548881.7,-11.19,0.33,0
36589,1280,548767.79,-13.58,0.3792,1
15574,29,547505.7,-41.35,0.3881,7
10061,560,546900.93,-7.25,0.4722,1
22846,121,545370.85,-34.69,0.4725,8
70480,623,543548.21,-41.28,0.8253,0
36225,156,540776.39,-40.92,0.5108,1
74246,539,537075.87,-56.64,0.9355,0
75625,1158,534514.76,-23.38,0.9557,0
91122,181,530499.76,-50.91,0.48,2
37184,52,530004.4,-29.82,0.4346,4
27435,24,528539.6,-70.6,0.6281,11
74250,663,527087.72,-56.24,0.9646,0
43237,542,525268.69,-17.22,0.4711,0
33519,231,524294.04,-29.17,0.3832,1
15002,265,523358.89,-14.11,0.4446,4
21208,13,521699.69,-47.87,0.2719,5
64642,432,520870.48,-16.35,0.2961,2
97165,3621,520241.3,-3.97,0.1203,0
19285,622,518245.81,-20.52,0.5665,0
90838,377,517743.6,-11.33,0.2793,0
32408,1169,515278.99,-7.73,0.4182,6
88368,180,514821.02,-54.98,0.6873,5
63081,51,513794.08,-37.05,0.2955,9
36907,448,510666.49,-6.49,0.3342,0
50543,92,508516.67,-23.75,0.2015,4
64633,562,506552.12,-9.54,0.1915,0
71555,136,506384.34,-59.16,0.8726,9
33362,39,505568.62,-40.41,0.5432,7
31653,499,505362.67,-10.96,0.4743,3
51705,1050,500318.86,-11.02,0.367,0
26440,37,498279.27,-29.66,0.4811,8
97542,356,494767.68,-26.39,0.7885,1
66180,182,493259.95,-14.12,0.2215,1
34705,93,493043.88,-24.52,0.4191,4
11641,242,491141.89,-37.16,0.6153,0
93461,53,488794.84,-62.08,0.7252,8
70490,592,487172.1,-41.63,0.8981,1
11106,242,487014.73,-18.48,0.5345,1
G0447,3177,485695.01,-8.5,0.2918,0
97166,3590,482113.22,-4.09,0.1185,0
77401,358,479941.33,-4.53,0.2667,0
72114,753,477184.2,-60.96,0.824,0
52224,237,474914.36,-9.71,0.2244,0
33274,361,473997.82,-13.67,0.3706,0
62223,65,470100.88,-36.61,0.4118,2
74261,136,469691.85,-46.92,0.4354,3
11308,106,468608.91,-21.04,0.4809,2
77770,91,468596.07,-56.76,0.6258,0
27279,97,468077.66,-31.44,0.4061,8
94375,553,468075.39,-43.89,0.2667,0
27280,43,466629.88,-51.75,0.4924,17
29580,576,461436.77,-18.26,0.4232,1
77772,40,459124.69,-53.49,0.7443,10
93018,11216,459037.03,-4.59,0.255,0
10040,862,457283.01,-14.23,0.5948,0
G0317,1308,455594.08,-14.98,0.5654,0
93283,1079,453851.71,-19.93,0.4892,0
G0105,272,453712.42,-28.06,0.1904,0
61867,38,451407.25,-29.07,0.2903,9
96139,978,447930.93,-4.49,0.366,1
37766,82,447753.73,-26.47,0.3675,1
75563,116,447345.1,-53.85,0.7439,0
70548,188,447309.78,-59.69,0.9469,0
11442,146,443994.23,-36.94,0.5977,2
22849,35,439999.32,-58.86,0.5119,9
29540,1116,438357.26,-18.3,0.6935,2
29822,67,435369.09,-69.9,0.7759,7
67950,110,434437.15,-30.2,0.2986,0
51785,68,434206.04,-71.04,0.6299,2
36200,86,433115.13,-35.98,0.3804,2
88319,46,432033.06,-68.83,0.8772,15
31525,72,431921.12,-22.67,0.3141,1
15769,65,430668.92,-47.89,0.493,3
77073,615,429823.45,-54.75,0.8692,0
36906,81,429617.65,-5.96,0.4097,5
76519,323,427710.04,-26.12,0.3101,0
57423,29,426998.9,-58.19,0.4947,9
27486,67,422392.84,-30.28,0.3025,13
23440,32,422319.27,-66.18,0.6785,9
G0426,616,419216.48,-6.64,0.7602,1
75565,451,418874.63,-61.53,0.9468,3
15004,390,418852.76,-8.36,0.4217,3
11601,219,412051.76,-35.0,0.5963,0
11000,270,411910.13,-19.57,0.4352,1
88321,1956,410106.76,-4.29,0.2635,0
92920,149,408075.41,-27.14,0.5573,0
52281,427,407548.95,-8.49,0.2149,0
64415,4529,406057.18,-5.22,0.2062,0
70552,190,404979.1,-55.45,0.9285,4
93228,5932,402112.53,-6.43,0.2679,0
93279,912,399872.62,-32.75,0.4998,0
23020,31,394840.78,-68.6,0.701,5
71100,1133,394819.06,-52.43,0.8761,2
21210,32,394330.84,-16.54,0.2473,2
93924,226,392843.93,-72.36,0.5687,0
52601,718,392013.86,-4.38,0.2393,0
97130,576,391053.5,-4.07,0.8856,1
36010,121,390915.41,-37.57,0.4202,0
96567,732,390280.14,-10.44,0.1702,0
13160,69,389663.93,-19.31,0.3057,4
93248,6257,389341.25,-5.92,0.3395,0
57240,82,387500.75,-47.77,0.4046,0
99494,112,381609.21,-12.08,0.5395,7
26160,261,380878.19,-20.8,0.6198,1
36224,307,380194.02,-13.02,0.4539,0
30801,131,379816.31,-44.6,0.5329,0
93286,399,376791.69,-55.08,0.2458,0
14000,67,376704.43,-26.65,0.433,3
88104,470,376702.36,-43.86,0.7946,0
93979,282,376284.03,-65.76,0.5335,0
31298,9,375540.48,-45.78,0.3698,6
96138,1767,373542.23,-6.57,0.2257,0
64494,649,370609.87,-16.27,0.5169,0
31296,23,366255.24,-61.71,0.4266,6
55867,74,366183.06,-30.44,0.2469,0
63012,14,365690.12,-66.98,0.3505,3
61510,62,365473.48,-17.42,0.242,4
43261,62,365321.22,-92.28,0.768,2
51701,1377,364305.2,-11.26,0.6231,0
64405,307,364304.52,-23.52,0.5609,0
43238,429,362980.03,-13.42,0.3919,0
23474,47,362662.16,-28.83,0.3097,11
88302,1159,362565.14,-69.51,0.9168,0
50590,605,362322.56,-4.74,0.2029,0
91065,139,362240.66,-76.9,0.4253,0
96374,2061,361207.56,-8.03,0.2275,0
95910,829,359979.24,-13.76,0.5193,0
95957,51,357453.17,-47.52,0.4301,5
31623,121,356801.11,-85.7,0.8391,3
88369,125,354344.18,-57.13,0.7791,4
77021,67,353853.79,-76.43,0.9001,5
90901,158,351925.69,-10.5,0.2716,1
22515,88,350344.19,-7.01,0.4842,1
22212,17,350336.38,-54.86,0.4058,6
93303,152,350123.32,-60.11,0.7384,1
G0453,308,349945.17,-4.66,0.4176,0
43255,828,349427.63,-10.03,0.4088,0
20604,670,349170.68,-13.07,0.2313,0
97129,814,347082.77,-5.7,0.8362,0
17108,30,346772.2,-9.38,0.3325,4
23120,50,346447.51,-60.29,0.7229,5
99424,247,345833.43,-8.78,0.4684,2
27054,19,345742.79,-73.64,0.6691,10
64634,570,345245.02,-10.73,0.1916,0
97760,821,344642.88,-18.5,0.2038,1
88172,2013,344353.8,-10.37,0.8713,0
91037,193,342837.89,-56.11,0.729,0
27036,17,340689.55,-74.8,0.5598,6
77307,393,339662.44,-22.9,0.4162,0
22852,37,339249.01,-65.55,0.707,6
11422,188,339009.14,-34.01,0.6129,1
20902,112,337787.76,-61.02,0.7822,1
31627,740,337278.56,-5.46,0.4521,9
G0121,206,336463.72,-28.98,0.2066,0
57160,1056,336355.83,-14.41,0.4701,0
47383,1,334602.62,-53.99,0.0565,1
92284,416,333482.56,-26.27,0.1767,0
93297,813,331798.21,-8.09,0.69,0
49594,122,331440.0,-24.2,0.352,1
93931,285,329242.6,-69.78,0.6367,0
91038,62,328137.9,-80.45,0.7592,4
64644,341,327883.49,-12.06,0.2352,0
98929,308,325450.4,-6.19,0.3003,0
90870,439,324842.46,-4.98,0.2788,0
93985,148,323456.26,-74.14,0.7401,0
33268,377,322814.33,-35.89,0.3878,0
58558,280,322292.52,-9.06,0.264,0
15738,27,320021.11,-32.59,0.3244,3
95911,761,319512.35,-10.97,0.5314,0
99492,181,319160.78,-12.34,0.3318,0
51741,2882,318992.83,-29.6,0.5582,0
99427,641,318670.31,-6.65,0.4795,0
78708,257,317256.72,-53.34,0.9494,0
78070,70,316558.47,-80.39,0.9788,3
26442,22,314029.48,-27.03,0.3394,3
31622,341,313461.36,-25.77,0.4169,0
36832,170,312701.44,-14.85,0.397,2
92002,1904,312191.58,-5.92,0.2036,0
76857,1379,310968.09,-30.89,0.8008,0
93017,837,310751.04,-18.72,0.189,0
11303,159,310586.31,-18.36,0.5263,2
99195,881,309760.07,-7.95,0.1814,0
39503,1,307649.94,-51.6,0.2036,1
21235,67,305401.21,-43.65,0.5813,1
61886,101,304699.99,-16.31,0.3249,0
96131,401,303143.32,-5.93,0.1804,0
11441,112,303111.84,-29.91,0.5882,2
73222,116,302007.32,-59.4,0.7755,0
60220,83,301499.46,-24.75,0.3421,1
32669,66,301262.96,-20.09,0.4589,6
36830,169,299361.1,-15.81,0.3774,1
44205,89,298235.72,-19.75,0.2295,0
72220,733,297094.88,-56.43,0.9207,2
72020,1020,296103.87,-53.09,0.9779,0
77333,194,295546.3,-56.61,0.7889,0
33225,602,294737.68,-5.97,0.3581,0
61645,345,294044.8,-5.94,0.3096,0
75726,373,293267.68,-21.69,0.8098,0
93882,197,291678.61,-68.58,0.6201,1
G0270,99,291409.74,-18.26,0.3349,1
G0408,279,290866.23,-9.27,0.4715,0
15240,139,290797.81,-12.14,0.221,0
49450,221,289960.69,-12.01,0.481,0
78278,88,289403.54,-79.42,0.9817,2
92523,976,289082.82,-4.48,0.0943,0
15733,51,288985.17,-25.5,0.2772,0
22848,164,286139.59,-29.04,0.6334,0
36573,907,285982.85,-9.32,0.3639,0
11901,373,284138.05,-14.79,0.4739,0
93290,400,283618.58,-39.05,0.4364,0
77077,223,283511.77,-47.23,0.8484,4
73220,101,283351.03,-60.63,0.7468,0
43277,91,283094.64,-38.81,0.3907,0
28750,187,280613.22,-15.98,0.5265,0
63710,12,279989.38,-59.73,0.3514,2
99236,954,279832.08,-6.81,0.0809,0
72083,210,278854.09,-67.22,0.8406,1
12041,165,278295.63,-35.56,0.641,0
10160,225,277826.38,-15.98,0.5283,1
45388,189,277390.85,-9.33,0.3222,0
93650,265,276992.57,-9.73,0.4706,0
27829,63,276918.7,-46.87,0.644,0
28122,65,275230.23,-33.56,0.5544,2
93244,5732,274656.41,-6.12,0.3324,0
33286,396,274346.9,-32.98,0.4646,1
68326,29,272328.38,-29.29,0.2816,0
52005,324,270995.97,-31.1,0.5438,0
77771,21,270351.69,-52.19,0.4045,3
67210,231,269432.54,-4.76,0.1613,0
28272,67,269190.15,-27.84,0.3237,0
88366,16,268505.96,-67.24,0.6564,4
43275,265,268086.11,-14.01,0.3279,0
96405,345,267383.25,-20.7,0.2332,0
94621,243,267306.29,-36.02,0.7006,0
36252,32,266926.57,-33.27,0.4361,2
11047,117,266267.91,-10.71,0.469,1
67039,48,265877.88,-33.6,0.2811,0
11421,94,265656.88,-23.97,0.5189,2
72084,159,265527.71,-67.71,0.7939,1
28010,155,260275.32,-19.73,0.2319,0
92235,166,259493.63,-53.07,0.5742,0
96360,2189,259283.5,-6.73,0.3461,0
51798,2757,259057.17,-4.73,0.0976,0
29876,71,258546.98,-23.55,0.5238,3
93893,46,258119.23,-63.15,0.5087,3
92202,1534,257792.35,-4.12,0.1453,0
19281,361,257333.63,-17.27,0.6975,0
72126,178,256977.1,-53.85,0.9771,0
91200,615,256953.68,-51.22,0.4935,0
15757,24,256941.87,-27.55,0.1939,1
15576,49,256595.41,-22.31,0.3343,1
64714,13,255930.69,-68.84,0.3308,2
64646,68,255467.57,-39.16,0.4278,1
77078,126,255341.15,-81.87,0.9412,1
17280,263,254969.69,-18.72,0.5582,2
95909,709,254837.61,-15.16,0.5515,0
58262,62,252756.83,-25.08,0.2634,2
64582,173,252393.23,-8.71,0.2711,0
64628,189,252005.02,-13.29,0.3781,0
97598,327,251915.79,-13.33,0.5927,3
27702,70,249792.28,-28.16,0.3726,1
96361,2351,249354.6,-8.06,0.3896,0
25000,100,248752.2,-39.43,0.7059,0
57120,68,248692.09,-45.32,0.3873,0
15220,97,248235.01,-16.66,0.3168,0
93798,253,248213.48,-14.99,0.5255,0
11440,148,247978.33,-18.61,0.5934,1
33859,39,246418.18,-17.57,0.4956,2
G0427,462,245777.46,-6.35,0.2855,0
75716,561,245715.06,-18.35,0.9129,0
G0277,27,245408.62,-2.77,0.1825,1
G0166,37,245285.88,-7.32,0.5959,3
92285,250,243249.64,-71.55,0.6626,0
78800,46,242873.83,-80.87,0.9593,6
73020,1315,242770.82,-48.52,0.977,1
25210,50,242666.23,-55.51,0.7207,0
31625,155,241030.94,-54.08,0.5044,0
G0182,187,240543.38,-10.92,0.4326,0
96127,7674,240485.04,-6.98,0.2049,0
31500,1634,239702.81,-6.39,0.3277,0
90847,155,239041.62,-16.92,0.2404,0
70492,181,238066.75,-46.0,0.7928,0
G0425,474,238058.34,-6.95,0.6788,0
62362,97,236848.86,-35.83,0.3086,0
15770,26,235603.25,-50.99,0.4962,0
27430,27,234995.36,-60.85,0.6586,2
52441,305,234628.81,-6.78,0.2595,0
93890,27,234567.29,-41.92,0.242,2
37233,82,234184.2,-8.02,0.3727,0
98926,423,233408.53,-7.48,0.267,0
98928,407,232860.66,-5.85,0.3232,0
93281,524,232417.95,-29.79,0.47,0
85097,1903,232047.17,-4.62,0.4324,0
99406,4904,231232.68,-10.08,0.2455,0
20937,145,230508.51,-30.34,0.6992,4
33228,681,230074.01,-5.87,0.3235,0
37244,121,229376.44,-6.36,0.4543,3
36590,585,229071.6,-12.14,0.4092,0
60240,46,228710.32,-27.35,0.3185,1
70487,229,228530.35,-51.46,0.9491,1
92550,1789,228072.6,-6.38,0.204,0
99091,235,227828.64,-5.81,0.2955,1
67700,75,227495.0,-9.23,0.1034,0
11105,830,227378.5,-13.21,0.5685,1
30802,82,226201.33,-46.54,0.4521,0
92511,431,225430.11,-10.95,0.2086,0
64445,715,225318.2,-8.12,0.2222,0
20900,98,225006.73,-61.59,0.6847,0
20606,624,224727.49,-12.1,0.237,0
72052,433,223918.83,-62.16,0.8664,0
10140,230,223795.95,-10.68,0.4503,0
67040,52,223264.82,-24.96,0.2506,0
68815,123,223101.16,-38.76,0.2605,0
96402,1937,222123.69,-6.49,0.3386,0
97018,758,221699.82,-32.83,0.5267,0
G6001,10,221245.19,-73.27,0.4823,4
72190,600,218708.22,-55.84,0.9145,0
77768,16,218654.72,-69.45,0.8436,7
45378,295,217370.87,-14.81,0.5022,0
27369,113,217205.08,-13.67,0.1823,0
73223,86,216885.06,-55.84,0.6873,0
92201,1431,216036.06,-3.86,0.2698,1
33508,1790,215579.24,-37.4,0.5511,0
31626,96,214779.17,-44.97,0.5041,0
52649,174,214292.09,-5.07,0.1848,0
20245,40,213201.14,-43.4,0.5412,0
47000,1067,212951.73,-9.39,0.5911,1
88332,359,212775.83,-21.91,0.8954,0
51703,440,212542.78,-10.62,0.3684,0
17260,320,211750.16,-26.74,0.6701,0
46500,54,211104.17,-11.41,0.1573,0
52648,268,210676.3,-4.82,0.2812,0
96411,1071,210397.04,-6.62,0.3492,0
G0108,831,210245.91,-4.2,0.1998,0
21209,18,210191.75,-51.59,0.3888,1
64490,320,210123.58,-12.65,0.2129,0
28313,38,209947.88,-41.76,0.5887,0
11012,24,209839.76,-46.32,0.4846,2
25290,41,209688.08,-49.47,0.7618,1
97763,403,209026.35,-12.17,0.2391,0
22856,21,208266.93,-36.36,0.3593,6
96920,76,205765.92,-9.8,0.1859,0
73503,306,205686.29,-66.27,0.8981,0
45330,347,205582.79,-19.44,0.5406,3
67961,42,205509.27,-23.67,0.2517,0
77778,50,205039.47,-24.29,0.7195,1
99437,232,203904.02,-12.52,0.4718,1
67966,79,203132.79,-15.26,0.2799,0
48150,29,202110.69,-15.32,0.2265,0
24400,15,200778.52,-70.47,0.6693,5
21046,12,200615.03,-45.08,0.3806,3
94640,3311,199822.63,-21.56,0.217,0
36005,135,199802.97,-34.5,0.519,0
15100,77,199438.56,-21.38,0.352,0
43246,555,199381.01,-9.23,0.3935,0
55873,16,199279.55,-13.88,0.2125,1
64722,19,198637.01,-55.21,0.3461,1
96112,66,198561.21,-14.25,0.2717,1
38900,880,197512.58,-8.01,0.3214,0
44361,72,197389.7,-37.18,0.6486,2
22867,16,196872.34,-50.59,0.5283,4
22325,15,196544.05,-58.09,0.4822,5
51725,75,195956.41,-40.89,0.469,1
52214,89,195035.36,-19.03,0.3539,0
95992,1250,194213.24,-7.23,0.2104,0
50715,25,193509.55,-34.55,0.291,3
88314,36,193354.69,-64.31,0.6227,1
47120,17,192854.89,-20.45,0.292,2
95115,1095,192737.38,-7.27,0.5321,0
G2214,124,192705.48,-16.81,0.1914,0
62290,22,191295.03,-21.86,0.1377,1
50205,21,187175.71,-58.38,0.4936,2
77003,192,186730.0,-63.2,0.9024,0
78071,64,186615.5,-73.2,0.9155,0
21048,9,185401.02,-45.53,0.3462,2
93355,663,185196.39,-4.28,0.6504,0
29879,66,184178.36,-13.3,0.4128,2
93245,154,184150.29,-10.79,0.1016,0
45390,577,183599.07,-4.53,0.3031,0
64400,68,183476.67,-31.28,0.5665,3
11740,134,182774.77,-21.27,0.578,1
99452,148,182483.24,-11.73,0.6274,0
92941,280,182267.76,-6.06,0.2788,0
G0407,240,181164.59,-9.29,0.2749,0
98980,619,181121.05,-7.76,0.2341,0
93282,481,180923.55,-27.25,0.5074,0
62328,833,180802.91,-11.38,0.2204,0
93930,109,180271.64,-71.11,0.8104,0
88333,1302,179763.51,-6.92,0.5425,0
73660,678,178956.32,-62.36,0.9454,0
17283,98,178816.89,-13.88,0.5136,0
27006,10,178646.47,-58.98,0.5596,6
90945,891,178443.55,-4.83,0.1807,0
64624,233,177715.55,-9.42,0.1816,0
74150,261,177495.68,-38.36,0.8419,0
27334,13,177332.16,-65.31,0.6472,3
50437,56,177108.52,-49.47,0.499,0
33025,15,176283.66,-51.59,0.5431,6
28234,24,176126.56,-41.68,0.3533,0
49593,78,175965.75,-24.56,0.3562,0
78802,44,175844.88,-82.2,0.9586,1
76380,154,175406.38,-51.42,0.9309,0
36248,254,174919.03,-6.45,0.2779,0
30901,458,174597.31,-13.19,0.3671,0
17273,125,174483.83,-14.74,0.4977,0
95983,471,174089.01,-8.86,0.3558,0
64454,402,173578.03,-11.11,0.2409,0
95044,284,172838.89,-7.3,0.4448,0
31571,97,171819.34,-34.0,0.4396,0
67228,332,171640.35,-5.05,0.1596,0
40812,49,170696.67,-28.82,0.2064,0
63055,3,170634.74,-75.55,0.2236,1
92933,131,170607.15,-9.4,0.3109,0
